firm_name,domain,website,phone,address,state,google_rating,rating_count,attorney_count,team_page_found,practice_areas,is_law_firm,faq_present,schema_present,google_ads_pixel,book_call_cta,passes_icp,icp_reason,score,priority_tier,query_practice_area,query_city,source,place_id,first_seen,enrich_status
"Ligori & Ligori, Attorneys at Law: Keith Ligori",callmeonmycell.com,https://www.callmeonmycell.com/?utm_source=Google&utm_medium=GMB,(813) 547-5142,"1711 W Kennedy Blvd, Tampa, FL 33606",Florida,4.8,300,7,True,personal injury,True,True,True,True,True,True,,3,B,personal injury,"Tampa, FL",google_places,ChIJvxrfx3vDwogRIo3fQP6OWhI,2026-06-10,ok
Roman Austin Car Accident and Personal Injury Lawyers,romanaustin.com,https://romanaustin.com/tampa/?utm_source=google&utm_medium=organic&utm_campaign=GBP-Tampa,(813) 587-9101,"401 E Jackson St Suite 3319, Tampa, FL 33602",FL,5,151,,True,personal injury,True,True,True,True,True,True,,3,B,personal injury,"Tampa, FL",google_places,ChIJm3LW3UfpwogRIRymXGznqyg,2026-06-10,ok
The Law Place,thelawplace.com,https://www.thelawplace.com/tampa-personal-injury-lawyer/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing-tampa,(813) 544-3291,"3426 W Kennedy Blvd, Tampa, FL 33609",FL,4.9,148,8,True,personal injury; criminal defense,True,True,True,False,True,True,,1,C,personal injury,"Tampa, FL",google_places,ChIJY-57qbPDwogRYmLEi4RtMUA,2026-06-10,ok
Carlson Meissner Hayslett P. A. | Tampa DUI & Criminal Defense Attorneys,carlsonmeissner.com,https://carlsonmeissner.com/tampa/?utm_source=GMB&utm_medium=Website&utm_campaign=mapstakeover,(813) 473-6132,"601 N Ashley Dr #1100-1007, Tampa, FL 33602",Florida,4.9,269,15,True,personal injury; criminal defense,True,True,True,True,True,True,,3,B,personal injury,"Tampa, FL",google_places,ChIJjUr9kGXFwogRVR7ZYm_AP4U,2026-06-10,ok
Monge & Associates Injury and Accident Attorneys,becauseyouwanttowin.com,https://www.becauseyouwanttowin.com/tampa-fl-personal-injury-lawyer/,(813) 945-6188,"2701 W Busch Blvd, Tampa, FL 33618",Florida,4.9,243,,True,personal injury,True,False,True,False,True,True,,2,B,personal injury,"Tampa, FL",google_places,ChIJ7T0esEXBwogRo7dzUQRu9Vg,2026-06-10,ok
Diaco Law,diacolaw.com,https://www.diacolaw.com/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-listing,(813) 212-8188,"605 S Boulevard, Tampa, FL 33606",Florida,4.9,116,4,True,personal injury,True,False,True,True,True,True,,4,A,personal injury,"Tampa, FL",google_places,ChIJ4W4SjvfCwogRkFuPWe7zjG8,2026-06-10,ok
"Rodriguez & Williamson, PLLC",rodriguezwilliamson.com,https://www.rodriguezwilliamson.com/,(813) 320-7500,"1600 E 8th Ave A200, Tampa, FL 33605",,5,152,,True,personal injury; criminal defense,True,False,True,False,True,True,,2,B,personal injury,"Tampa, FL",google_places,ChIJYalPB5XFwogRQ4HvO29nrPQ,2026-06-10,ok
"McCulloch Law, P.A.",mcfloridalaw.com,http://www.mcfloridalaw.com/,(813) 444-2817,"238 E Davis Blvd Ste. 202, Tampa, FL 33606",FL,5,330,1,True,personal injury; criminal defense,True,False,False,False,True,False,headcount_out_of_range(1),0,,personal injury,"Tampa, FL",google_places,ChIJIWrcVNfFwogRAwH_Ikj_o3w,2026-06-10,ok
"L Pincus Law, PLLC",lpincuslaw.com,https://lpincuslaw.com/,(813) 333-1343,"12962 N Dale Mabry Hwy, Tampa, FL 33618",FL,5,223,,False,personal injury; criminal defense,True,True,True,False,True,True,,1,C,personal injury,"Tampa, FL",google_places,ChIJ08XQ2njrwogRdSGGcaQh8D8,2026-06-10,ok
Lorenzo & Lorenzo,lorenzoandlorenzo.com,https://www.lorenzoandlorenzo.com/?utm_source=gmb&utm_medium=website,(813) 998-9529,"4701 N Armenia Ave, Tampa, FL 33603",Florida,4.7,329,5,True,personal injury; family law; criminal defense; immigration,True,False,True,False,True,True,,2,B,personal injury,"Tampa, FL",google_places,ChIJuSoas_HDwogRYlqmX1JwZK8,2026-06-10,ok
The Black Law Company,theblacklawcompany.com,http://theblacklawcompany.com/,(813) 321-7380,"3630 W Kennedy Blvd, Tampa, FL 33609",FL,5,125,5,True,personal injury,True,False,True,False,True,True,,2,B,personal injury,"Tampa, FL",google_places,ChIJZ6SvcvX2eCURKzBpKIDANzY,2026-06-10,ok
Rebein Law,rebeinlaw.com,https://www.rebeinlaw.com/,(813) 305-7285,"1901 W Cass St, Tampa, FL 33606",Florida,5,205,2,True,personal injury,True,False,True,True,True,True,,4,A,personal injury,"Tampa, FL",google_places,ChIJyxSf8wnDwogRtQCTEmIexqE,2026-06-10,ok
"Accidents Pro Law, P.A.",accidentsprolaw.com,https://www.accidentsprolaw.com/,(813) 343-4044,"13302 Winding Oak Court B, Tampa, FL 33612",Florida,5,192,,False,personal injury; other,True,True,False,False,True,True,,2,B,personal injury,"Tampa, FL",google_places,ChIJa4_TnlTHwogRef0ngy_dggY,2026-06-10,ok
"Gibbs & Parnell, P.A.",car-accident-attorney-tampa.com,https://www.car-accident-attorney-tampa.com/,(813) 975-4444,"722 E Fletcher Ave, Tampa, FL 33612",Florida,4.7,231,,True,personal injury,True,True,True,False,True,True,,1,C,personal injury,"Tampa, FL",google_places,ChIJM4-xBEDHwogRu12Kd_wADU8,2026-06-10,ok
Christopher Ligori & Associates,ligorilaw.com,https://www.ligorilaw.com/,(813) 223-2929,"117 S Willow Ave, Tampa, FL 33606",Florida,4.6,334,5,True,personal injury,True,False,True,False,True,True,,2,B,personal injury,"Tampa, FL",google_places,ChIJaeIT4YLEwogRuM10NaaeZzE,2026-06-10,ok
The Fernandez Firm,fernandezfirm.com,https://www.fernandezfirm.com/,(800) 222-8163,"2503 W Swann Ave Suite 100, Tampa, FL 33609",Florida,4.8,123,2,True,personal injury,True,True,True,False,False,True,,1,C,personal injury,"Tampa, FL",google_places,ChIJ98jp5lPEwogRXt6RyX0poh4,2026-06-10,ok
"Burnetti, P.A.",burnetti.com,https://www.burnetti.com/tampa/?utm_source=GMB&utm_medium=organic&utm_campaign=tampa,(813) 491-1611,"1000 N Ashley Dr #800, Tampa, FL 33602",FL,4.8,358,10,True,personal injury,True,True,True,True,True,True,,3,B,personal injury,"Tampa, FL",google_places,ChIJd3s_2OzEwogRoc-8FV8FOWY,2026-06-10,ok
Berlin Law Firm,berlinlawfirm.com,https://berlinlawfirm.com/locations/tampa-workers-compensation-attorney/?utm_source=gmblisting&utm_medium=organic&utm_campaign=tampa,(813) 303-0306,"1511 N Westshore Blvd Suite 250, Tampa, FL 33607",FL,4.9,229,8,True,employment,True,True,True,False,True,True,,1,C,personal injury,"Tampa, FL",google_places,ChIJOzr730TDwogRfAz64THUwIg,2026-06-10,ok
"Wagner, McLaughlin & Whittemore",wagnerlaw.com,https://www.wagnerlaw.com/?utm_source=google&utm_medium=maps&utm_campaign=tampa&st-t=tampa,(813) 560-0939,"601 Bayshore Blvd #910, Tampa, FL 33606",Florida,4.9,38,6,True,personal injury; other,True,True,True,True,True,True,,3,B,personal injury,"Tampa, FL",google_places,ChIJXYWLMovEwogRwqMmabbhtHI,2026-06-10,ok
Kogan & DiSalvo Personal Injury Lawyers Tampa,kogan-disalvo.com,https://www.kogan-disalvo.com/tampa-injury/?utm_source=GMBlisting&utm_medium=organic&utm_campaign=Tampa,(813) 796-5909,"1725 W Dr Martin Luther King Jr Blvd Ste 106, Tampa, FL 33607",Florida,5,32,15,True,personal injury,True,True,True,False,True,True,,1,C,personal injury,"Tampa, FL",google_places,ChIJQ0p0hu7DwogRJM5m9AQ29qU,2026-06-10,ok
Kemp Law Group,kemplaw.com,https://www.kemplaw.com/,(727) 847-4878,"11567 Trinity Blvd, Trinity, FL 34655",,5,889,,False,other,True,False,False,False,False,False,practice_area_mismatch,0,,personal injury,"Tampa, FL",google_places,ChIJf18U9RyUwogRRuSaCPW7Jdw,2026-06-10,ok
Mincone Personal Injury Lawyers,avidlawyers.com,https://www.avidlawyers.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-tampa,(813) 800-0810,"1925 E 6th Ave Unit 10, Tampa, FL 33605",FL,5,59,1,True,personal injury,True,True,True,False,True,False,headcount_out_of_range(1),0,,personal injury,"Tampa, FL",google_places,ChIJKw0uaNrFwogRsPl2andX-Cw,2026-06-10,ok
"Mark H. Wright, PLLC - Tampa Injury Lawyer",markwrightlaw.com,https://www.markwrightlaw.com/,(813) 425-2020,"800 W De Leon St, Tampa, FL 33606",FL,4.9,72,2,True,personal injury,True,False,False,False,True,True,,3,B,personal injury,"Tampa, FL",google_places,ChIJG23X6RLDwogRIhOk17sObyM,2026-06-10,ok
Rosensteel Fleishman Car Accident & Injury Lawyers,rflaw.net,https://www.rflaw.net/?utm_source=google&utm_medium=organic&utm_campaign=gmb-charlotte,(704) 714-1450,"132 N McDowell St, Charlotte, NC 28204",NC,5,1159,4,True,personal injury,True,True,True,False,True,True,,1,C,personal injury,"Charlotte, NC",google_places,ChIJC75pNiCgVogRPchsXhelOpc,2026-06-10,ok
"DeMayo Law Offices, LLP",demayolaw.com,https://demayolaw.com/charlotte/personal-injury-lawyer/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing-charlotte,(704) 508-9266,"1211 E Morehead St, Charlotte, NC 28204",NC,4.8,1687,12,True,personal injury,True,True,True,True,True,True,,3,B,personal injury,"Charlotte, NC",google_places,ChIJWdzjZyqgVogRsEyLpBzipFs,2026-06-10,ok
Law Offices of James Scott Farrin,farrin.com,https://www.farrin.com/#utm_source=GMB&utm_medium=organic&utm_campaign=GMB-Charlotte,(704) 599-1078,"301 S McDowell St Unit 900, Charlotte, NC 28204",North Carolina,4.9,2778,60,True,personal injury; other,True,False,True,True,False,False,headcount_out_of_range(60),0,,personal injury,"Charlotte, NC",google_places,ChIJnesSTSgcVIgRN2KaPMrVHUM,2026-06-10,ok
Price Petho & Associates,priceattorneys.com,https://priceattorneys.com/,(704) 741-7123,"1430 Elizabeth Ave, Charlotte, NC 28204",North Carolina,4.9,634,4,True,personal injury; employment,True,False,True,False,True,True,,2,B,personal injury,"Charlotte, NC",google_places,ChIJc-HSS_SfVogRks1npTRvw3Q,2026-06-10,ok
Taylor | Serbin Injury Lawyers,thelitigator.com,https://thelitigator.com/charlotte-nc/?utm_source=google&utm_medium=organic&utm_campaign=gmb-site&utm_content=charlotte&y_source=1_MTE3NTUxMTMtNzE1LWxvY2F0aW9uLndlYnNpdGU=,(704) 676-1093,"301 S McDowell St Ste 1016, Charlotte, NC 28204",NC,5,366,4,True,personal injury,True,True,True,False,True,True,,1,C,personal injury,"Charlotte, NC",google_places,ChIJRz9tKleeVogRh4AJuJTO0b0,2026-06-10,ok
Auger & Auger Accident and Injury Lawyers,augerlaw.com,https://www.augerlaw.com/charlotte-nc/personal-injury-lawyer/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing-charlotte,(704) 741-1886,"717 S Torrence St #101, Charlotte, NC 28204",North Carolina,5,509,5,True,personal injury,True,True,True,False,True,True,,1,C,personal injury,"Charlotte, NC",google_places,ChIJ13GuhI2fVogRV5w-6UwVL0s,2026-06-10,ok
Edwards Injury Law,edwardsinjury.com,https://edwardsinjury.com/?utm_campaign=gmb,(980) 478-8152,"226 Baldwin Ave, Charlotte, NC 28204",North Carolina,5,86,2,True,personal injury,True,True,True,False,True,True,,1,C,personal injury,"Charlotte, NC",google_places,ChIJSytME3GfVogRJQ2XPC4uNMw,2026-06-10,ok
Stewart Law Offices - Workers Compensation & Car Accident Lawyers,stewartlawoffices.net,https://www.stewartlawoffices.net/charlotte-personal-injury-lawyer/?utm_source=google&utm_medium=organic&utm_campaign=gbp_charlotte,(704) 521-5000,"2427 Tuckaseegee Rd, Charlotte, NC 28208",,4.9,301,,False,personal injury; other,True,False,False,False,False,True,,3,B,personal injury,"Charlotte, NC",google_places,ChIJVRnpls6eVogRwSHCJGJfTVY,2026-06-10,ok
Panchenko Law Firm,bpcounsel.com,https://bpcounsel.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(980) 397-3122,"6428 Bannington Rd Ste A, Charlotte, NC 28226",NC,5,463,2,True,personal injury,True,True,True,False,True,True,,1,C,personal injury,"Charlotte, NC",google_places,ChIJ82xlAAUjVIgRbu5zBut7-_Y,2026-06-10,ok
Schehr Law PLLC,schehrlaw.com,https://www.schehrlaw.com/,(704) 900-0336,"101 N McDowell St #200, Charlotte, NC 28204",North Carolina,4.9,319,3,True,personal injury,True,True,True,False,True,True,,1,C,personal injury,"Charlotte, NC",google_places,ChIJ_3KsIMahVogRWWMT5LloG_k,2026-06-10,ok
"Mehta & McConnell, PLLC",mehtamcconnell.com,https://mehtamcconnell.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,(980) 399-5638,"2201 South Blvd #410, Charlotte, NC 28203",NC,5,107,2,True,personal injury; other,True,True,True,False,True,True,,1,C,personal injury,"Charlotte, NC",google_places,ChIJo1kt_IWhVogR4-TWrOG-EZI,2026-06-10,ok
Shane Smith Law,shanesmithlaw.com,https://www.shanesmithlaw.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing-charlotte,(980) 982-2329,"9144 Arrowpoint Blvd #200, Charlotte, NC 28273",North Carolina,4.6,971,14,True,personal injury,True,True,True,True,False,True,,3,B,personal injury,"Charlotte, NC",google_places,ChIJ6-8F_36ZVogRi3-enLTSSaI,2026-06-10,ok
A&S Personal Injury Lawyers,injury.arnoldsmithlaw.com,https://injury.arnoldsmithlaw.com/?utm_source=google&utm_medium=local,(855) 370-2828,"216 N McDowell St #206, Charlotte, NC 28204",North Carolina,5,90,3,True,personal injury,True,False,True,True,True,True,,4,A,personal injury,"Charlotte, NC",google_places,ChIJ467oVZKhVogRe5nxG8R8CZo,2026-06-10,ok
George Sink Injury Lawyers,sinklaw.com,https://www.sinklaw.com/charlotte/?utm_source=google&utm_medium=charlotte-nc,(980) 999-9904,"1057 E Morehead St Unit 110, Charlotte, NC 28204",NC,4.9,154,34,True,personal injury,True,True,True,True,True,True,,3,B,personal injury,"Charlotte, NC",google_places,ChIJ2yIDRTGhVogRVshGIYQrO9E,2026-06-10,ok
Law Offices of William H Harding,williamhharding.com,https://www.williamhharding.com/,(704) 504-7854,"9115 Harris Corners Pkwy #220, Charlotte, NC 28269",NC,4.8,723,,True,personal injury,True,False,True,False,False,True,,2,B,personal injury,"Charlotte, NC",google_places,ChIJOwBJi8ohVIgRIwIt0BuN5A0,2026-06-10,ok
"Jetton & Meredith, PLLC",jettonmeredithlaw.com,https://www.jettonmeredithlaw.com/,(704) 931-5535,"817 E Trade St, Charlotte, NC 28202",NC,4.9,1047,10,True,family law; criminal defense; personal injury; other,True,True,True,False,False,True,,1,C,personal injury,"Charlotte, NC",google_places,ChIJEepf0CGgVogReGHv5BUiPco,2026-06-10,ok
Chandler Volta Personal Injury Lawyers,cvinjurylaw.com,https://www.cvinjurylaw.com/charlotte-personal-injury-lawyer/?utm_campaign=gmb&utm_medium=organic&utm_source=google,(704) 481-6880,"1244 East Blvd, Charlotte, NC 28203",NC,4.9,400,5,True,personal injury,True,True,True,False,True,True,,1,C,personal injury,"Charlotte, NC",google_places,ChIJZ5zoWgSfVogR14M3Qb-3l4I,2026-06-10,ok
The Layton Law Firm - 24/7 Personal Injury & Car Accident Lawyers,thelaytonlawfirm.com,https://www.thelaytonlawfirm.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,(980) 400-6482,"1001 East Blvd First Floor, Charlotte, NC 28203",North Carolina,4.9,106,1,True,personal injury,True,True,True,False,True,False,headcount_out_of_range(1),0,,personal injury,"Charlotte, NC",google_places,ChIJ5w3AecmfVogRf3fpS1Ivto8,2026-06-10,ok
Yale Haymond Law,yalehaymondlaw.com,https://yalehaymondlaw.com/,(704) 800-4357,"7401 Carmel Executive Park Dr Ste 115, Charlotte, NC 28226",North Carolina,5,137,3,True,personal injury,True,True,True,False,True,True,,1,C,personal injury,"Charlotte, NC",google_places,ChIJnydojaefVogRVkcPFAj0_zs,2026-06-10,ok
CR Legal Team,crlegalteam.com,https://www.crlegalteam.com/charlotte-nc/personal-injury-lawyer/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing-charlotte,(704) 343-6687,"Everett Building, 11525 N Community House Rd #350, Charlotte, NC 28277",North Carolina,4.7,533,15,True,personal injury,True,True,True,True,True,True,,3,B,personal injury,"Charlotte, NC",google_places,ChIJSX78bo-fVogR4oRXUefPQL0,2026-06-10,ok
Speaks Law Firm,speakslaw.com,https://www.speakslaw.com/,(704) 766-8649,"831 E Morehead St #540, Charlotte, NC 28202",NC,4.8,168,10,True,personal injury,True,True,True,False,True,True,,1,C,personal injury,"Charlotte, NC",google_places,ChIJM7v_5nufVogRxt96XNb2ruY,2026-06-10,ok
"The Law Offices of Attorney Timothy J. Pavone, PLLC",charlottelawoffices.com,https://charlottelawoffices.com/,(980) 613-4849,"901 E 4th St Unit B, Charlotte, NC 28204",NC,4.9,1216,4,True,criminal defense; other,True,True,True,False,True,True,,1,C,personal injury,"Charlotte, NC",google_places,ChIJvU7_xBwgVIgRfvvAdxNZ7UY,2026-06-10,ok
Arnold & Smith PLLC,arnoldsmithlaw.com,https://www.arnoldsmithlaw.com/?utm_source=google&utm_medium=local,(704) 370-2828,"The Historic John Price Carr House, 200 N McDowell St, Charlotte, NC 28204",North Carolina,4.9,528,,True,criminal defense; family law; personal injury,True,True,True,True,False,True,,3,B,personal injury,"Charlotte, NC",google_places,ChIJXSopyiGgVogRtnUxu1lpC0g,2026-06-10,ok
Workers' Compensation Lawyers of Charlotte,1charlotte.net,https://1charlotte.net/charlotte/?utm_source=google&utm_medium=organic&utm_campaign=gbp_charlotte,(704) 706-2689,"407 East Blvd Suite 200B, Charlotte, NC 28203",North Carolina,5,20,,True,personal injury; other; other,True,False,True,True,True,True,,4,A,personal injury,"Charlotte, NC",google_places,ChIJpfv8DHifVogRyyr9zk9LezQ,2026-06-10,ok
Anastopoulo Law Firm,akimlawfirm.com,https://www.akimlawfirm.com/,(800) 777-7777,"428 E 4th St #101, Charlotte, NC 28202",South Carolina,4.8,397,,True,personal injury,True,True,True,True,True,True,,3,B,personal injury,"Charlotte, NC",google_places,ChIJM3jCcJyhVogRpCuPuDZKEWc,2026-06-10,ok
Go Big Injury Law,gobiginjurylaw.com,https://gobiginjurylaw.com/,(800) 777-7777,"428 E 4th St Suite 101 - B, Charlotte, NC 28202",GA,5,108,,True,personal injury,True,True,True,True,True,True,,3,B,personal injury,"Charlotte, NC",google_places,ChIJZWEGcoehVogRgio_AYDny5Y,2026-06-10,ok
Shankle Law Firm,shanklelaw.com,https://www.shanklelaw.com/,(704) 370-1212,"6115 Park S Dr Ste 310, Charlotte, NC 28210",,5,473,,False,other,True,False,False,False,False,False,practice_area_mismatch,0,,personal injury,"Charlotte, NC",google_places,ChIJkeRMYVeeVogRq1FA2kGlKU0,2026-06-10,ok
"The Devin Law Firm, P.A.",devinlaw.com,http://www.devinlaw.com/?utm_source=google&utm_medium=local,(704) 566-3434,"2034 Randolph Rd #300, Charlotte, NC 28207",North Carolina,4.9,124,1,True,personal injury,True,False,True,True,True,False,headcount_out_of_range(1),0,,personal injury,"Charlotte, NC",google_places,ChIJ9bvEbPCfVogRpzh_vEDi-qM,2026-06-10,ok
"The Olsinski Law Firm, PLLC",jcolaw.com,https://www.jcolaw.com/,(704) 240-5592,"1355 Greenwood Cliff Ste 300, Charlotte, NC 28204",North Carolina,4.9,243,6,True,personal injury; criminal defense; family law,True,True,True,False,True,True,,1,C,personal injury,"Charlotte, NC",google_places,ChIJXdlOezugVogRUdrKXUCv7oc,2026-06-10,ok
The Sumwalt Group Workers' Compensation and Trial Lawyers,sumwaltgrouplaw.com,http://www.sumwaltgrouplaw.com/,(704) 565-0621,"The Refinery, 1213 W Morehead St Ste 521, Charlotte, NC 28208",North Carolina,5,215,2,True,employment; other,True,False,True,False,True,True,,2,B,personal injury,"Charlotte, NC",google_places,ChIJBbv2wpufVogRPoPBSallitc,2026-06-10,ok
"The Bollinger Law Firm, P.C.",bollingerlawfirmnc.com,https://www.bollingerlawfirmnc.com/?utm_source=gmb&utm_medium=organic&utm_content=listing&utm_campaign=local,(704) 377-7677,"301 S McDowell St #1000, Charlotte, NC 28204",NC,5,91,2,True,employment; personal injury,True,True,True,False,True,True,,1,C,personal injury,"Charlotte, NC",google_places,ChIJZREWXiGgVogRNMPw4UDwYLI,2026-06-10,ok
"Ramsay Law Firm, WC & PI Attorneys",ramsaylawfirm.com,https://www.ramsaylawfirm.com/?utm_source=GMB&utm_medium=organic&utm_campaign=charlotte,(704) 376-1616,"10610 Metromont Pkwy Ste 205, Charlotte, NC 28269",NC,4.9,125,3,True,personal injury; employment; other,True,True,True,False,True,True,,1,C,personal injury,"Charlotte, NC",google_places,ChIJARJui6anVogRLchZnkSNPjk,2026-06-10,ok
Johnson & Groninger PLLC,jglawnc.com,https://www.jglawnc.com/charlotte/personal-injury-lawyers/?utm_source=google&utm_medium=organic&utm_campaign=gmbCharlotte,(704) 318-4452,"1018 East Blvd Ste 6, Charlotte, NC 28203",North Carolina,4.9,38,4,True,personal injury,True,False,True,False,True,True,,2,B,personal injury,"Charlotte, NC",google_places,ChIJx1Cyx3mfVogRSQK3jHXTg5I,2026-06-10,ok
Mogy Law,919law.com,https://919law.com/charlotte/?utm_source=google&utm_medium=organic&utm_campaign=gbp_charlotte,(980) 409-4749,"5200 77 Center Dr #120, Charlotte, NC 28217",North Carolina,4.9,60,2,True,personal injury,True,False,True,False,True,True,,2,B,personal injury,"Charlotte, NC",google_places,ChIJeVYln_ifVogRAP8D8vYbqlU,2026-06-10,ok
McCormick Law Firm,theinjuryattorney.law,https://www.theinjuryattorney.law/office_locations/charlotte-nc-accident-injury-lawyers/,(980) 580-2440,"101 N McDowell St Ste 200A, Charlotte, NC 28204",NC,4.5,349,30,True,personal injury,True,True,True,False,True,True,,1,C,personal injury,"Charlotte, NC",google_places,ChIJHUWobxWhVogRNWY_hgEp6rE,2026-06-10,ok
Campbell & Associates,campbellandassociateslaw.com,https://campbellandassociateslaw.com/,(704) 333-0885,"717 East Blvd, Charlotte, NC 28203",NC,4.4,222,5,True,personal injury,True,False,True,False,True,True,,1,C,personal injury,"Charlotte, NC",google_places,ChIJx6Dw3ZyfVogRxd_R6y1Ecw0,2026-06-10,ok
LawyerPower® - The Law Office of Mark Farbman,lawyerpower.net,https://lawyerpower.net/?utm_source=google&utm_medium=gmb&utm_campaign=charlotte,(704) 397-3813,"7422 Carmel Executive Park Dr Ste 202, Charlotte, NC 28226",North Carolina,4.8,238,2,True,personal injury,True,False,True,False,False,True,,2,B,personal injury,"Charlotte, NC",google_places,ChIJ9xl-AaidVogRI5-wNXILL9k,2026-06-10,ok
Mitchener Law Firm,mitchenerlaw.com,https://www.mitchenerlaw.com/?npcmp=dir:local:5223153:28202,(704) 719-9080,"521 E Morehead St Suite 120, Charlotte, NC 28202",NC,4.6,138,2,True,personal injury,True,False,True,True,True,True,,4,A,personal injury,"Charlotte, NC",google_places,ChIJPbcc_IafVogRRuCfwZENZKc,2026-06-10,ok
"Lanier Law Group, P.A.",lanierlawgroup.com,https://www.lanierlawgroup.com/north-carolina/charlotte/?utm_source=google&utm_medium=organic&utm_campaign=GBP,(704) 286-1452,"5515 Monroe Rd, Charlotte, NC 28212",North Carolina,4.6,77,8,True,personal injury; other,True,True,True,False,True,True,,1,C,personal injury,"Charlotte, NC",google_places,ChIJQwOtjqsdVIgRNLS05Godk5Q,2026-06-10,ok
Dr. Ted Injury Law,drtedinjurylaw.com,https://drtedinjurylaw.com/charlotte/?utm_source=google&utm_medium=organic&utm_campaign=gbp_charlotte,(704) 610-7520,"1201 N Tryon St, Charlotte, NC 28206",North Carolina,4.6,460,8,True,personal injury,True,True,True,True,True,True,,3,B,personal injury,"Charlotte, NC",google_places,ChIJ_YRrXc0hVIgRzLBYNkKmzSU,2026-06-10,ok
Auger & Auger Accident and Injury Lawyers,augerlaw.com,https://www.augerlaw.com/charlotte-nc/personal-injury-lawyer/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing-charlotte,(704) 387-5023,"10130 Mallard Creek Rd #300, Charlotte, NC 28262",North Carolina,5,132,5,True,personal injury,True,True,True,False,True,True,,1,C,personal injury,"Charlotte, NC",google_places,ChIJQwOtjqsdVIgRhmhz7DEgewc,2026-06-10,ok
"Elrod Pope Law Firm, P.C.",elrodpope.com,https://elrodpope.com/contact-us/charlotte-personal-injury-law-office/?utm_source=google&utm_medium=organic&utm_campaign=gmb-charlotte,(980) 340-8620,"1100 S Mint St #109, Charlotte, NC 28203",NC,5,72,7,True,personal injury,True,False,True,False,True,True,,2,B,personal injury,"Charlotte, NC",google_places,ChIJc_hcqiShVogRxgqBzrMfZpk,2026-06-10,ok
Maginnis Howard Charlotte,carolinalaw.com,https://www.carolinalaw.com/charlotte-personal-injury/?utm_source=google&utm_medium=organic&utm_campaign=GBP_Charlotte,(704) 376-1911,"6842 Carnegie Blvd Ste 100, Charlotte, NC 28211",North Carolina,4.6,42,16,True,personal injury,True,False,True,True,True,True,,4,A,personal injury,"Charlotte, NC",google_places,ChIJ92MqWhaeVogRJozwl_OzI1k,2026-06-10,ok
Wilder Pantazis Law Group,wilderlawgroup.com,https://www.wilderlawgroup.com/?utm_source=gmb&utm_medium=website,(704) 342-2243,"3501 Monroe Rd, Charlotte, NC 28205",North Carolina,4.9,121,7,True,employment; personal injury,True,True,True,False,True,True,,1,C,personal injury,"Charlotte, NC",google_places,ChIJUWQ_thEgVIgRgxRuy0I7Qd4,2026-06-10,ok
"Law Offices of Estwanik & May, PLLC",estwaniklaw.com,http://estwaniklaw.com/,(704) 817-2004,"118 S Colonial Ave #300, Charlotte, NC 28207",NC,4.9,164,,False,personal injury; other,True,False,True,False,True,True,,2,B,personal injury,"Charlotte, NC",google_places,ChIJYe0ATvCfVogRsVenMhmmk80,2026-06-10,ok
